,0,0
813,POPDC3,37.45498836591843
814,FOXD4,37.545542432834445
815,PYGM,37.689449233802634
816,NPHS2,37.752559425233216
817,S100A5,37.75525282712111
818,SYT2,37.81957250202914
819,GPR133,37.904570955270174
820,SLC26A7,37.96291174667897
821,CRISP1,37.98309628007884
822,LHX3,37.98580360253699
823,MEFV,38.11141579444898
824,GCG,38.12520929873254
825,ZFP57,38.350412382794666
826,P2RY2,38.510899632987886
827,PRL,38.68762183651297
828,STRA6,38.71245635714979
829,ABHD15,38.721815562314674
830,CRIP3,38.78686613223651
831,ABR,38.81037751846213
832,TSHB,38.85875139572346
833,PGK2,39.002963814215924
834,KRT2,39.020138089525375
835,GCC1,39.03109667053327
836,TREML1,39.10652419389542
837,CDH9,39.35200637159064
838,CNR2,39.40103666863859
839,SYPL2,39.40146571517766
840,HDGFL1,39.410463937823955
841,DUSP10,39.644910807363416
842,BCR,39.93318287044285
843,NTSR1,40.231210492569936
844,SCN11A,40.27765577131651
845,SLC17A1,40.2976814971319
846,KCNA3,40.30061942623003
847,WNT4,40.311751347327736
848,GSTT1,40.343048328520354
849,BAMBI,40.41590730383165
850,SPIC,40.4440559593264
851,TPMT,40.567115749206934
852,SPRR3,40.5911591637654
853,GCNT1,40.838246760302276
